Estimate	Std. Error	df	t value	feature	p.value
5.65273743364699	2.70396317272749	2170.96115857345	2.09053787812689	chr1-36202862-36204615	0.0366855532553771
5.61045870928649	2.34198342147498	616.576295444609	2.39560137695297	chr1-38858310-38860625	0.0168903120192941
8.55799940322775	3.10269538645717	1446.69599535095	2.75824672978927	chr1-40389429-40390486	0.0058843898954317
4.97793967437352	2.40294916854172	828.109838222938	2.07159591203275	chr1-42455180-42457272	0.0386122646782349
5.78352082561849	2.56770127926917	535.510793472899	2.25241186438347	chr1-46615704-46617343	0.0247004002725109
6.40253307643635	3.14693323212908	458.087064779581	2.03453095574725	chr1-51313724-51315207	0.0424735144102969
7.12254021457094	2.81330181077575	2222.9999999783	2.53173697442968	chr1-54798795-54799886	0.011418273079274
6.25517860864582	3.0518708308274	1921.56290861403	2.04962102113278	chr1-56476668-56478055	0.040536912965705
10.612239158187	2.67009544029992	2222.99999997792	3.97447933808501	chr1-59146228-59147504	7.27830237516615e-05
6.40500104112383	2.00537425393973	2223.00000002812	3.19391805721085	chr1-74197304-74198847	0.00142319876045563
7.78684141615965	2.26842751071725	1893.31006809573	3.43270454064347	chr1-85297342-85298869	0.000610448412701362
21.8176432828113	2.66521525443661	1484.50377779951	8.18607174279559	chr1-89272191-89274848	5.74885395311668e-16
5.64186826072008	2.73003880829877	957.1361128008	2.06658903293606	chr1-89842543-89844769	0.0390413910337503
7.91563201684487	3.26310734115211	614.252889862636	2.4257957796908	chr1-90173775-90176899	0.0155618689769195
5.43219248976776	2.66475025119015	1683.84576809571	2.03853719024572	chr1-91829854-91831031	0.0416521734369508
8.11851826061149	2.99111272539096	1493.70466375474	2.71421340683519	chr1-93692209-93694512	0.00671976113839944
6.25746313409053	2.88001638450615	1265.04760689334	2.17271789416001	chr1-94246447-94248105	0.0299866832497666
4.68780630600755	2.3724346104461	216.738653764659	1.97594752890832	chr1-100265432-100267211	0.049429258772863
6.16743097717925	3.02335493456844	1929.81884291214	2.03992951891359	chr1-100657719-100659079	0.0414932558334459
8.29741297492404	2.36258654660678	61.0769176535982	3.51200381922137	chr1-107055963-107058449	0.000842872774437247
6.99994299361964	3.05881830378378	175.42934644995	2.28844681129332	chr1-109863375-109865614	0.0233041283249528
7.07853133590724	3.14984013475664	1420.38575168858	2.24726685580001	chr1-109876929-109877851	0.0247759586772702
9.53787146939406	3.75167747236082	1945.89627826768	2.54229515720928	chr1-109933710-109934993	0.0110896324452324
13.8059501048224	3.17595535265301	1887.08799776513	4.34702272917336	chr1-112358651-112361573	1.45346518432369e-05
8.82913789637688	2.53341896877517	66.5705998417332	3.48506820435055	chr1-112673523-112675765	0.000875430993121116
5.07164018324046	1.90065308109267	2222.99999995869	2.66836711743567	chr1-114756736-114758849	0.00767746729442529
5.55301624732532	2.47568078394013	949.742206877182	2.24302595203227	chr1-116138234-116140236	0.0251250534720842
11.9907612234417	2.72489732307595	41.9484331540568	4.40044515508796	chr1-145688945-145691447	7.2729419039035e-05
5.94428882620682	2.66480346404517	1829.4874930602	2.23066687896877	chr1-147640449-147642650	0.0258240311296285
9.5274064215608	3.69561201004541	1982.01711494809	2.57803210825796	chr1-151012911-151013887	0.0100080797184772
5.60790456801216	2.7335282801545	1174.62710922569	2.05152608397203	chr1-151972617-151973414	0.0404370994519232
4.76065256230959	2.42315084190775	2062.2276131217	1.96465382178252	chr1-151992147-151994649	0.0495884022119862
5.80039852535658	2.58072066645205	1736.39509482569	2.24758866806415	chr1-152034320-152037590	0.02472750818814
6.09973304953982	3.02590444700183	1708.29302804606	2.01583796064137	chr1-152188401-152190100	0.0439732241358526
6.45285011771053	3.20647044195649	2131.99397064131	2.01244646863896	chr1-153490074-153491133	0.0442984318846888
6.525315990492	2.92390152890462	506.87324388288	2.23171537275969	chr1-153572023-153573056	0.0260701459124465
7.95052600641495	2.96978451356144	1901.47813074465	2.67713902140344	chr1-153789338-153792083	0.00748921358906204
7.21888323975661	3.33992630011681	997.660079102598	2.16138998022326	chr1-154386338-154387342	0.030902536405769
6.08287158267183	3.06360076565635	1752.01583924094	1.98553011569333	chr1-156571070-156572916	0.0472411887551861
7.95863901495394	2.57678920036127	1281.79057202539	3.08858753903429	chr1-158149162-158150229	0.00205433073636582
6.76339295523843	2.79590474275324	1390.33319304648	2.41903554574547	chr1-159187582-159188946	0.0156894044908563
6.51783453822227	2.35707591500718	207.240643212833	2.76522045672102	chr1-159891359-159891895	0.00620178242964513
7.36960029443846	3.68153948397669	1546.54009271032	2.00177135856168	chr1-162388352-162390778	0.0454837189232665
7.41074071588485	3.05443756928538	1922.43544127269	2.42622104652107	chr1-167454445-167456404	0.0153484219462796
8.99190224327676	3.78990848948316	1618.77829045325	2.37259086023552	chr1-168708667-168710413	0.0177800935396631
5.94389594935086	2.7634491125924	19.7738791324362	2.15089755851334	chr1-169115877-169116763	0.044036335990801
6.97373232983963	3.37124279040615	577.881875999001	2.06859391725965	chr1-180579612-180580782	0.0390284007028076
7.68056894027809	2.69213398362235	1443.50736461517	2.85296682371791	chr1-181032488-181034742	0.00439307939486383
6.43480306660375	3.08499669849133	1749.60432647715	2.08583791021579	chr1-183179894-183181241	0.0371378718734715
8.08611582769807	3.46811667591426	1332.89495759685	2.33155818656718	chr1-183209318-183210224	0.0198723425903353
7.40961916515792	3.42728574179769	1896.4878126374	2.16194963693672	chr1-193407830-193409295	0.0307467761333801
10.5676936760096	3.28267856030518	2072.20247086086	3.2192288955112	chr1-196607813-196609792	0.00130523125995098
11.3625073316649	3.39516160280842	1958.62754428114	3.34667643574491	chr1-201310610-201311788	0.000833328861122266
6.55917233568791	3.19262860962533	404.849688289866	2.05447395788941	chr1-201385005-201385968	0.0405712456963084
11.7494108743253	3.44693146850619	2131.27434189978	3.40865810117692	chr1-201456387-201457296	0.000664974966608329
7.21964339160213	3.21568346001849	1715.02355879586	2.24513497095284	chr1-201713196-201713823	0.024886434831118
4.3793910107605	2.22272830825559	2222.99999989634	1.9702772464339	chr1-202154819-202155777	0.0489305358032307
7.52429855433975	3.13046188907153	2161.61644256106	2.40357455895156	chr1-202235620-202236699	0.0163193888568814
7.90794060508366	3.42968353558032	1233.68373222958	2.30573477787232	chr1-203512561-203514039	0.0212906637963074
8.7522926034459	2.99835600499827	1778.75503426176	2.91903049166136	chr1-203692293-203693514	0.00355535616760643
8.85093247771735	4.06615870417354	1885.05629196543	2.17673069883688	chr1-205961126-205963210	0.0296243981312469
6.48659954522528	3.14366984276215	2131.72805879137	2.06338447409156	chr1-206469835-206471718	0.0391969301367612
6.71016088559481	3.21924500724601	217.804022344083	2.08438962256408	chr1-206500929-206501765	0.0382905931073716
11.487429418994	3.21229777044436	1004.20342685945	3.5760786327741	chr1-206503729-206504562	0.000365406210525593
6.6735093104884	2.95685584656067	436.581756574307	2.25696133217006	chr1-208988115-208989319	0.0245040848585278
5.54468236840161	2.47267262701094	249.261756998271	2.24238433662131	chr1-209625714-209628139	0.0258162631918434
7.72087381216908	3.59704549847129	1373.87774255703	2.14644874952246	chr1-209652953-209653365	0.0320118682750939
10.8164999387043	3.43020181773983	1608.26177329884	3.1533129866485	chr1-210250542-210253140	0.00164410745775385
6.27963522935548	2.98006202041953	2018.5620365509	2.10721628822726	chr1-211631975-211633792	0.0352218983329032
7.23342861344429	2.82731638152599	641.644454008007	2.55840791667616	chr1-212595310-212596911	0.0107437179667552
15.5090663479888	2.96765536685432	1090.02719839933	5.2260334947276	chr1-212635013-212637319	2.07437259069065e-07
9.04211663721121	2.96300212587744	828.763004613448	3.05167402960724	chr1-212667019-212668346	0.00234827701056329
7.80048172791556	2.9800393423984	1384.40786996579	2.617576760459	chr1-212670858-212672088	0.0089521829615264
7.61166248815217	3.09558416142407	1953.53261101406	2.45887757890923	chr1-212698752-212701355	0.0140233812361292
8.37186667767051	3.74697413223594	2027.5223696218	2.2343006335821	chr1-215631146-215631905	0.0255719083403152
6.9496509231077	2.94307510339526	2112.62076430742	2.36135697491725	chr1-217029093-217030268	0.0182985009181034
6.15958945216039	2.63485499217636	793.275696249337	2.33773375402061	chr1-220088487-220090558	0.0196488001478197
6.58400645476406	2.92235091652739	999.18366190974	2.25298283567799	chr1-223006627-223007860	0.0244764664479074
14.6332757349602	4.03888629384596	1929.77523016071	3.62309673269508	chr1-223499985-223501253	0.000298625144407564
9.53399308721225	2.68286903846154	2131.43260728276	3.55365578808849	chr1-226108938-226111894	0.000388178681219145
11.1059651264138	2.65276387464136	2222.99999997788	4.18656376942531	chr1-226881982-226883453	2.94242710994563e-05
6.41394153743246	3.0311007987694	2191.20199075677	2.11604363010179	chr1-230119977-230121348	0.0344536000985245
6.97529145497015	3.10066427790033	1677.63590003863	2.24961196369624	chr1-231052774-231054189	0.0246027726599938
6.85673010998478	2.99166059718799	1994.24983422311	2.29194786214377	chr1-234477762-234479539	0.0220124103394674
16.1366846346144	4.10235029843484	1312.37754548542	3.93352187422195	chr1-234589174-234590272	8.80889055016808e-05
5.42183253803861	2.26327330180369	1195.50707840286	2.3955712877087	chr1-244298978-244300038	0.0167475405445328
10.7370070603196	2.52799426868232	676.455956889444	4.24724343458107	chr2-6864490-6866658	2.46725647829708e-05
6.73220548031219	2.69615017106659	473.13920908577	2.49696977288507	chr2-9674942-9676464	0.0128648552004956
12.2491212042004	3.44239500037364	1256.7383018694	3.55831367488939	chr2-12725049-12726526	0.000387146151249182
11.8754860346202	3.46355178171342	1894.10520932809	3.42870174406499	chr2-15673601-15674854	0.000619459707619639
8.78279205222286	3.47633594549105	950.172209007903	2.52645089253082	chr2-18118782-18120585	0.011683570708851
4.36658199120273	2.13041917004439	2222.99999998592	2.04963513875617	chr2-19362184-19363368	0.040517156314303
6.94332604685625	2.93609411006621	484.326059026798	2.36481726626252	chr2-21438806-21439703	0.0184323035374056
4.51895971530391	2.15219971032889	1482.62508240441	2.09969348737314	chr2-25041097-25043593	0.0359244583742017
6.03108997581919	3.07513148122693	2222.9999999907	1.9612462142311	chr2-25263533-25264425	0.0499749664809238
7.49534334021672	2.45383825380698	86.8438049849597	3.05453846788319	chr2-27070941-27072868	0.00299289633963554
6.90675097003488	2.80548327260463	2050.57620574502	2.46187565524944	chr2-27735061-27738453	0.0139030105782985
6.44518981956031	2.72735554385916	658.157329959244	2.36316450712564	chr2-28413127-28413915	0.0184093831390653
9.76193681559961	3.95541893475401	1620.26712737129	2.46799061657592	chr2-28435617-28437795	0.0136900262892022
5.89397615817127	2.59095575476016	1226.69514421949	2.2748270198527	chr2-37323294-37325981	0.0230882937160274
5.9090036815926	2.56854504761475	345.755645641746	2.30052561744242	chr2-37670767-37673021	0.022013199722608
6.97095403317018	3.20768578290081	1790.23425564217	2.17320351959977	chr2-38148006-38149180	0.0298957311958645
9.72357810443944	2.94154088068585	575.600651924289	3.30560699267667	chr2-41715099-41716076	0.0010066852418647
4.50187819674403	2.1124715919701	1932.13478555403	2.13109526010031	chr2-43130869-43131882	0.0332072098535877
4.87264854491115	1.95665041368849	2222.9999999632	2.49030103222461	chr2-43157871-43160063	0.0128360085928095
5.22449236932346	2.48974603893545	2223.00000002064	2.09840372777833	chr2-43293031-43295407	0.0359820780240586
6.50732835421353	2.83144445383643	1273.96243052946	2.29823627491492	chr2-45008634-45010575	0.02170968841642
6.28111647955938	2.78701380654207	373.496492023392	2.25370841895919	chr2-46335353-46336379	0.0247937561394406
10.276207520474	3.22321982848558	2047.4387685694	3.18818078421361	chr2-47751404-47753637	0.00145332388828681
4.63990977651248	2.23709255052451	856.946197687373	2.07408038412385	chr2-48440083-48441646	0.0383699627881364
9.42185748496423	3.296584559009	1879.1453123672	2.85806637637003	chr2-54903543-54905195	0.00430926855444939
10.0970848959363	2.61257135342713	2222.99999995546	3.86480732198611	chr2-55133226-55134680	0.000114363025016369
4.47076146459367	2.20042950126159	880.491056626417	2.03176764446687	chr2-55223244-55225291	0.0424770000637943
5.73278347389717	2.42002846896907	1296.18214203967	2.36889092314659	chr2-64227857-64229222	0.0179874302247084
6.02202240870122	2.8643869531684	514.876281336342	2.10237740471484	chr2-64606145-64607377	0.0360052086601142
6.45007980400476	2.79690254842777	707.686314807089	2.30615106973626	chr2-64697817-64700446	0.0213903098269059
4.98376565394202	2.37486473008084	196.68447227819	2.09854716810434	chr2-64857661-64860737	0.0371333876360125
9.83429906613479	3.16020901130052	663.054246605212	3.11191412687216	chr2-64943449-64944687	0.00193865112396092
6.27972895634766	2.72402392758026	696.410439588673	2.30531343457247	chr2-66574571-66577937	0.0214420964837423
6.56248142661539	1.97821439913647	53.7393081129453	3.3173762305441	chr2-70292457-70294182	0.00163455970551393
6.49304531989972	2.35257773276099	326.433408922522	2.75997057588379	chr2-70976649-70978211	0.00610713557273197
6.47222599690639	2.20442101338287	544.015232845101	2.93602082252619	chr2-74178031-74179484	0.0034651286279302
6.41263912196707	2.53375702531219	2222.99999998829	2.53088163462594	chr2-75570557-75572154	0.0114460721066641
7.67647539691565	2.37366313937461	2222.99999999475	3.23402056070103	chr2-85405278-85406563	0.00123849455753119
10.0924409153727	3.04313005236596	184.961147473496	3.3164671708743	chr2-96250960-96252232	0.00109736392599087
6.71853541580587	2.28883257113123	2222.99999992996	2.93535468716496	chr2-96485058-96487022	0.00336584412283112
6.53932533875397	2.56441910763221	2143.95338062335	2.55002207684838	chr2-96615959-96619541	0.0108406259692521
6.0340460169128	2.80483458339629	2092.57519184159	2.15130191727968	chr2-101960776-101962694	0.0315665252570472
6.69300267621377	2.61593311580449	1073.2862128228	2.55855267696912	chr2-102032653-102033834	0.0106471988579877
4.97306286013601	2.3397735768535	99.9898876983328	2.12544620100537	chr2-105328133-105330453	0.0360130444918822
7.07248884381284	2.92381655234773	31.4205721560257	2.41892359427744	chr2-105396527-105397001	0.0215431660325386
7.258845833265	3.4821900925424	1511.50322162551	2.08456334673137	chr2-108270714-108272245	0.0372764771357173
5.86622152797167	2.91618553620122	2176.12820869875	2.01160778528973	chr2-110113751-110116788	0.0443843630516194
5.4746661044244	2.21010961702337	2223.00000000154	2.47710161625277	chr2-110677660-110679099	0.0133192717617571
7.97715408592574	2.66757387856396	1818.73379314605	2.99041542955132	chr2-113077816-113079600	0.00282339542420376
5.55716165271487	2.44557994918732	311.610758796956	2.27232875971261	chr2-120012407-120013779	0.0237476989126253
7.07034598351395	1.88477865733293	2222.99999998688	3.75128716361788	chr2-135741109-135742961	0.000180429833951953
8.31431087965064	3.28579073541799	2025.94403799143	2.5303835664364	chr2-136309968-136311638	0.0114689584056484
6.00440889576763	2.81896624522331	85.6385610628084	2.13000382886528	chr2-142129801-142131743	0.0360402826343064
6.88867365496424	2.94311344935408	1412.66624475051	2.34060758224461	chr2-142873908-142874783	0.0193909098493958
6.90399201549252	3.10482674210198	2064.77796297956	2.22363197336367	chr2-145006816-145008166	0.0262810446048111
9.99720062727865	3.32577830637906	1621.3512384641	3.00597325086383	chr2-150681142-150682179	0.0026879855415426
8.84203198948814	2.63746028664459	160.870144388515	3.35247966927194	chr2-152407037-152407766	0.000998488323290498
8.21937144920406	2.43476303229484	1433.64421009905	3.37584041657518	chr2-152498904-152500579	0.000755583086771402
6.51735304465657	2.67538229129031	2183.20924520263	2.43604551987721	chr2-159903196-159905280	0.0149282976921403
5.81912178883496	2.76989020159673	45.4978316190176	2.10084926307926	chr2-160240927-160242235	0.0412253615690716
9.58718112298444	2.86550479913372	597.861934042007	3.34572153774887	chr2-167861958-167863562	0.000872123463679842
4.05106591892606	1.994095197687	102.449446502306	2.03153085350438	chr2-169572904-169574093	0.0447901928864162
6.16451002013596	2.21575488258479	90.8912753260748	2.78212633923872	chr2-174394968-174396717	0.00656688162671942
6.06604180700994	2.19390268407919	909.548871633757	2.76495482275958	chr2-184596771-184600136	0.00580827026697421
7.43442658757347	2.27430941643792	2222.99999991232	3.26887209534465	chr2-190342553-190344764	0.00109623763199884
6.48466158666195	2.19465764319849	731.274410542095	2.95474859450572	chr2-191013466-191014984	0.00322975371456329
4.94555453164596	2.30298781161808	913.529841894474	2.14745145705795	chr2-197309467-197311430	0.0320198993453393
4.43391715756372	2.24209175333096	2222.99999994372	1.9775806012294	chr2-199954558-199956511	0.0480993746069712
6.72542026301788	2.98151028125785	643.21721879363	2.25570923075286	chr2-200407940-200409272	0.0244240094579667
5.6433860279699	2.34055206486493	1334.6543029256	2.41113458345374	chr2-201115484-201117655	0.0160373616934901
10.8243743456369	2.37416836058607	139.262139854244	4.55922778069745	chr2-204544508-204546744	1.11383239754677e-05
11.6363378655806	3.40265938539808	1820.03913435063	3.41977745863014	chr2-205684875-205686337	0.000640555333494488
5.70615168307658	1.75272345512462	2222.99999998889	3.25559155746613	chr2-207528354-207531237	0.00114856144049687
6.58352046947234	2.43791607881577	1826.72329996052	2.70047050703661	chr2-212536437-212539586	0.00698807329131828
5.72959352117737	2.81863357787074	1311.62524702902	2.03275571757917	chr2-217694727-217695671	0.0422782852036611
7.42152527535013	2.60508522487748	1778.52590295134	2.84886083744119	chr2-223836824-223838111	0.00443809046820256
4.89858086041673	2.37258008069002	1603.80723710532	2.06466407616137	chr2-230410939-230412620	0.039115233725906
8.21931187580996	2.89543647841491	2007.00330835987	2.83871255235051	chr2-234202853-234203781	0.0045751693517819
5.14300370066394	2.45691236043463	1129.1902981763	2.09327926526208	chr3-10191412-10192643	0.036546894286009
6.67237946677246	2.62798356822001	643.768884827327	2.53897305426905	chr3-23740350-23741516	0.0113521169883064
7.1405703990886	2.00196853770731	219.865755824289	3.56677453446202	chr3-32501763-32503200	0.00044348060397309
3.95197456367627	1.74001060422993	2222.99999995205	2.27123590745315	chr3-33716746-33718923	0.0232279325148429
5.00131937594129	2.35842181727819	1298.6980467126	2.12062123039263	chr3-49785615-49787394	0.0341427990750325
5.06466288573454	2.04858780116173	331.389512696755	2.47227035270952	chr3-50336602-50338332	0.0139274087763349
4.56115691079028	1.76281813106046	2222.99999993994	2.58742341619009	chr3-105365531-105370018	0.00973259557908715
5.99489581109235	2.1699724147191	1503.04666827821	2.76265991697797	chr3-108221339-108223299	0.00580311217459771
6.71611554951074	3.12473925406453	809.532674389337	2.14933631366992	chr3-112096747-112097889	0.0319035456795084
6.17298062887019	2.12920136111796	2222.99999995708	2.89920002006245	chr3-112293191-112294462	0.00377784460696864
8.42558591961726	2.69189732578301	420.952229222606	3.12998041898439	chr3-119637649-119639657	0.00186991449543384
5.05860551398084	2.41763561022384	2222.99999997624	2.09237715253229	chr3-123652042-123654132	0.0365179436915259
5.54911020371697	2.49570855721327	1920.17680381529	2.22346082345174	chr3-126981918-126984382	0.0263007166930175
5.20250799216936	2.47533394837385	668.772954726097	2.10173984628907	chr3-129052718-129054060	0.0359495264938311
4.96623033255262	2.0799432558427	840.646969256069	2.38767587461924	chr3-129120184-129122955	0.0171752640056253
8.17741250449133	3.48683517544738	1523.66759095934	2.34522485091144	chr3-133540735-133541697	0.0191433207942424
7.3890566561613	2.61385014231641	132.02284322127	2.82688610817339	chr3-136786110-136787754	0.00543232920947418
10.1074375769083	3.33130006127198	1110.83865628905	3.03408200732568	chr3-139307779-139310163	0.00246876945517278
8.54924914147897	2.55419496806592	739.99413885446	3.34714038997289	chr3-141302302-141304316	0.000857762287796342
4.90842580166724	2.31664235895254	2222.99999995434	2.11876718160613	chr3-141401672-141403135	0.0342207779201562
6.2160666808836	2.19688828890017	118.936525798043	2.82948692124694	chr3-142446996-142448328	0.00547417925039446
3.93079464819959	1.93358310063478	2223.00000001719	2.03290701439682	chr3-142577573-142579337	0.0421805242438489
3.17522417713609	1.61896916550777	2223.00000000563	1.96126291024216	chr3-143970641-143973772	0.0499730184795855
9.98446375230427	2.67090762026611	1194.82568023375	3.73822878655365	chr3-159987294-159989553	0.000194089246477917
5.52291816837796	2.25832233733121	141.145944861715	2.44558452842685	chr3-170180027-170181909	0.0156926019795045
5.00423953429873	2.35524682740905	985.627318125228	2.12471978565566	chr3-172475877-172478434	0.0338583323151853
9.83317308905579	3.07759383327271	1889.40982216595	3.19508473884586	chr3-172591616-172593361	0.00142095888565396
4.59882908025443	2.1828125646035	1075.89475778533	2.10683645257915	chr3-172709889-172711642	0.0353627960355275
8.65347727363123	2.45054291157239	1481.28036628387	3.53124902762006	chr3-179259985-179261729	0.000426278168118777
5.03369133707853	2.49722330991694	779.407335380331	2.01571534155108	chr3-185536908-185538035	0.0441724817588617
4.61836994781511	2.11372011232498	1955.96464453821	2.18494866982892	chr3-186929742-186933072	0.0290109145542787
8.98244086121553	2.61785575259659	1607.02405538315	3.43122070507745	chr3-187713183-187714805	0.000616093533850596
5.6551143850101	2.16292441122929	1483.85702093885	2.61456866252484	chr3-194685194-194686483	0.00902448736426045
4.35599840509464	2.16889472767593	2222.9999999799	2.0083954972597	chr3-196866861-196868704	0.0447220271189288
9.02858023897222	3.37494930329327	1083.46750809204	2.67517507008539	chr4-8533283-8534797	0.00758156938635835
7.14882487934641	3.22871975886824	816.892881620669	2.21413607040714	chr4-21544066-21545598	0.0270948396798759
6.61857316086375	3.16078634632654	965.785081388037	2.09396410755692	chr4-24657705-24658549	0.0365233916433426
5.86536002924307	2.55101213794109	984.42271945571	2.29922858539473	chr4-24793436-24796121	0.0217005958430681
5.3145355544343	2.34867333078452	101.790249298685	2.26278192236257	chr4-25233433-25235621	0.0257729056728458
5.67202081688276	2.5790975859472	1520.91434674134	2.19922691091181	chr4-25861613-25863740	0.0280118476465129
5.57295504304476	2.33256510044538	68.4477078885521	2.38919592940006	chr4-36243215-36245360	0.0196462631530054
4.72086855152694	2.27466287539563	1169.45493865237	2.07541460433157	chr4-38666894-38667477	0.0381662976180714
5.72958781435167	2.18220423616714	2222.99999999289	2.62559650439283	chr4-39458025-39459986	0.00870903785955215
6.35312644177563	2.3703940266489	447.751437806597	2.68019846926346	chr4-40316187-40317652	0.00762922508331009
7.32682406702699	2.87963286344347	1840.29619441799	2.54436048429645	chr4-56756933-56758656	0.0110288972226846
5.39929548644807	2.72515614661276	2011.74664932249	1.98127930876884	chr4-72567437-72570150	0.0476959123318059
5.85857215881052	2.61403313735825	494.679719229401	2.24120041750167	chr4-74793309-74795065	0.0254558681859239
4.4334708604152	2.03350004848475	1380.92943334056	2.18021674684433	chr4-83333924-83336021	0.0294097688417675
5.09603486279861	2.00688471868303	1412.94209955036	2.53927632980471	chr4-88455994-88457961	0.0112146612419768
6.35247252594051	2.22454710148662	2222.99999996541	2.85562509406759	chr4-99945825-99947262	0.00433507877037023
5.8595195317467	2.60820539960124	869.538138319765	2.24657135233388	chr4-101190922-101192638	0.0249176487415598
5.70953609045978	2.4783341254613	1931.51261053736	2.30377979780956	chr4-109559471-109561527	0.0213407175311619
10.3327976854079	3.41189609281427	1755.01062775935	3.0284620059707	chr4-110868392-110870590	0.00249385615429601
8.40378538956992	3.05505086314017	1646.68750971114	2.75078411654724	chr4-112817625-112818889	0.0060103734395046
9.81764733105625	3.55318809714099	2184.377903807	2.763053084343	chr4-118031967-118034514	0.00577434321298194
8.17624532506196	3.51470316788284	1641.67422891912	2.32629753766293	chr4-138650378-138651639	0.020123886536945
5.08068406984404	2.34062950930916	557.988255563886	2.17064855827765	chr4-139734118-139736064	0.0303786875291637
5.94962053071896	2.08948744911729	128.440903832434	2.84740668494199	chr4-152778690-152780845	0.00513371800663563
7.26744805937193	2.58560556592981	684.332049668144	2.81073345259391	chr4-163493604-163495311	0.00508421558721086
4.1550664853949	1.9684082771144	150.778010167832	2.1108763530938	chr4-165325501-165328319	0.0364328999887906
6.12248738049997	2.87961252002254	70.8290913307067	2.12614972949626	chr4-169659519-169660704	0.0369774498608096
6.92072828291463	3.22146735359178	1811.91291454877	2.1483155106937	chr5-1139499-1140867	0.0318208998050637
12.8662957250869	3.65219739032178	1210.3716604278	3.52289165946568	chr5-5024744-5027121	0.00044276787137991
5.43735269633291	2.61710309738181	75.9925402652214	2.07762265910446	chr5-5339627-5340741	0.041122224369116
7.18022194886881	3.0086748323646	1630.0520163902	2.38650646843936	chr5-14156321-14157379	0.0171227999832733
8.24617924360391	2.98183976142526	1882.39680548804	2.76546692759319	chr5-18697376-18699217	0.00573961628889869
6.85219635162501	3.21470733084372	1041.54319920164	2.13151483056674	chr5-31273218-31274900	0.0332803310584869
9.04266540448088	4.16662812140759	2098.35758584483	2.17025977384947	chr5-32784722-32786256	0.0300990075885435
11.1818596267575	3.19893411479186	1251.44686326253	3.49549544488978	chr5-35229209-35230837	0.000489729007064483
4.79516902771927	2.36854618214355	400.064434131633	2.02451996244363	chr5-37248496-37250184	0.043580558009002
7.99437200095598	3.12448319344816	660.172276281367	2.558622180372	chr5-38808840-38810607	0.0107307311830467
5.01924201627144	2.37491203264011	206.91411642808	2.11344333907463	chr5-43041388-43043456	0.0357609378585006
8.35293154066898	2.49521299723307	768.217696878355	3.34758257107971	chr5-50665599-50668417	0.000854879393735319
6.68256104706719	2.81817386098013	1054.44635891379	2.37123803452746	chr5-50744113-50745891	0.0179075161673238
7.06139014932785	2.95721079731715	79.2077684409665	2.38785485151552	chr5-53481756-53483712	0.0193287483747778
7.88706828973915	3.18976874909811	1509.10763032886	2.47261444641376	chr5-55633477-55634700	0.0135223916063611
6.28370381014413	2.75258927960806	152.734116643889	2.28283378733454	chr5-67094414-67096021	0.0238199471227037
5.92738600541865	2.50519455203938	2114.06647910316	2.36603819874724	chr5-68532930-68535800	0.0180693201126967
11.4467385425552	3.57749494669556	1573.08941700781	3.19965191093512	chr5-74315590-74316760	0.001403370500436
11.1249852250334	2.69165560736826	44.3232121268916	4.13313842773176	chr5-74575316-74577370	0.000156552976989302
4.53749582919125	2.24376266608082	1404.68349761248	2.02227084788647	chr5-83472421-83474811	0.0433375890434412
5.22589589905971	2.18296078652831	349.267280524766	2.39394859097344	chr5-90408552-90410719	0.0171950216662267
